"actor_1_facebook_likes","actor_2_facebook_likes","actor_3_facebook_likes","cast_total_facebook_likes","director_facebook_likes","movie_facebook_likes"
11000,577,530,12624,335,0
17000,1000,960,20109,99,0
328,132,100,794,68,0
601,543,522,2730,27,686
15000,960,745,18442,0,0
49000,702,403,50927,59,18000
288,249,240,1006,159,0
285,81,71,667,31,0
469,377,288,1548,130,0
1000,401,199,2176,14,0
904,555,370,3850,234,0
756,713,571,4378,82,657
11000,745,461,13495,0,108000
460,442,162,1315,23,387
13000,852,743,16937,101,3000
3000,571,81,3784,81,0
19000,11000,8000,39690,53,30000
90,89,28,235,3,901
618,172,165,1095,13,0
20000,732,141,21195,452,15000
18000,14000,3000,37315,0,0
40000,10000,977,52122,19,0
45,7,3,55,NA,834
17000,861,690,19945,529,14000
11000,673,619,12841,41,0
3000,441,155,3744,24,10000
26000,5000,874,33565,5,0
11000,876,98,11994,0,0
13000,634,360,14180,17,0
462,444,223,1855,70,564
931,839,825,4431,176,498
967,767,418,3067,21,377
940,595,376,2465,48,246
577,464,58,1217,0,0
902,837,258,2466,219,0
960,664,49,1749,27,0
774,692,347,2498,154,378
798,374,255,2537,0,0
355,155,111,911,42,0
900,246,218,1634,17,503
985,637,455,3065,54,215
27000,154,151,27659,241,43000
874,434,432,2062,82,0
963,936,852,4952,160,0
876,219,70,1282,317,0
3000,466,148,3757,425,14000
338,246,141,1008,365,0
971,918,265,2346,NA,581
18000,1000,939,21163,0,0
13000,947,872,16651,308,5000
562,499,399,2230,36,0
400,223,52,896,0,19000
172,20,8,210,8,853
27000,798,581,29692,149,77000
25000,14000,8000,48482,277,0
854,702,251,2107,33,0
23000,17000,2000,43560,108,982
16000,11000,956,28987,79,261
181,151,92,582,57,0
941,459,309,2348,30,17000
3000,624,354,5023,121,491
10000,826,268,11431,37,7000
442,252,174,1134,529,348
174,132,120,583,22,0
10000,9000,3000,23566,214,32000
433,54,42,611,71,739
843,593,324,2165,32,206
849,841,248,2413,6,295
12000,506,50,12574,79,11000
852,521,490,2603,160,4000
6000,923,919,9662,54,0
927,912,807,4990,2,83
45,30,18,142,353,0
783,595,492,2930,892,937
14000,11000,132,25143,2000,21000
14000,1000,490,16090,460,507
473,31,31,539,80,0
2000,878,745,4351,162,942
962,266,240,1591,0,0
5000,234,232,5954,911,31000
12000,463,407,13809,0,6000
783,749,602,3874,4,0
541,173,92,890,0,0
908,581,416,3204,138,636
44,9,0,53,0,90
21,15,7,48,0,200
13000,11000,1000,27797,0,24000
1000,870,520,3287,9,0
279,128,87,705,27,690
79,68,55,285,3,0
668,535,399,2204,535,437
18000,17000,418,35501,350,0
17000,10000,4000,33747,179,27000
12000,664,643,15449,12000,0
13000,683,461,15111,13000,0
1000,897,848,3962,19,37000
865,851,221,2321,0,0
20000,617,439,21414,149,0
966,807,676,4830,167,3000
13000,2000,900,17582,36,0
967,455,304,1962,71,0
8000,909,497,10325,480,0
12000,443,161,12947,0,12000
45000,1000,970,49847,41,891
893,854,597,3946,597,0
218,216,92,638,0,0
11000,592,265,12254,119,455
18000,12000,939,32474,293,15000
1000,489,384,2557,269,204
11000,1000,898,13433,446,0
2000,989,886,4681,126,876
1000,670,611,3243,25,619
738,295,227,1458,0,0
1000,957,940,4971,48,650
512,481,197,1523,41,153
2000,1000,847,5470,41,0
3000,859,847,5737,192,13000
18000,5000,286,23689,18000,0
23000,284,254,24436,9,839
742,83,73,1088,18,408
22000,670,382,23769,6,181
12000,854,706,14699,88,12000
23000,713,422,24263,6000,13000
15000,13000,11,28011,181,26000
6000,918,84,7122,0,0
11000,1000,427,13823,153,0
11000,504,441,12643,883,17000
10000,345,244,11013,0,0
3000,348,144,3847,119,0
1000,847,591,3345,70,0
33000,22000,1000,57077,0,22000
14000,991,787,16196,123,5000
20000,551,99,20798,956,0
19000,128,105,19359,0,148000
20000,732,141,21195,452,15000
23000,81,62,23242,131,0
2000,228,88,2450,3,0
20000,797,407,22040,61,638
448,143,120,829,3,0
327,281,249,1509,12,153
17000,13000,947,31187,0,0
912,535,434,2355,114,0
29000,22000,11000,63194,4,1000
721,463,424,2453,258,376
327,261,57,672,277,0
1000,1000,982,3671,23,0
11000,9000,883,24248,549,0
527,86,64,735,105,0
2000,1000,720,4142,78,0
201,123,30,365,350,0
787,748,543,3276,NA,532
805,539,73,1618,300,767
556,155,107,1059,3,765
129,25,23,214,101,11000
1000,605,542,2936,0,13000
523,468,234,1795,0,18000
2000,956,71,3100,109,0
931,852,743,4664,101,0
901,775,595,2790,11,0
2000,1000,1000,6657,102,0
12000,941,835,15170,99,0
16000,11000,86,27237,16000,0
436,241,182,1203,42,1000
545,429,249,1943,0,12000
820,201,171,1484,529,55000
649,327,287,1725,34,0
967,912,506,3152,24,15000
329,134,55,775,25,15000
955,593,105,1777,235,0
896,561,218,2019,101,0
13000,734,690,16031,0,0
12000,1000,266,13619,0,2000
591,489,137,1729,2,887
390,311,110,1006,31,0
11000,1000,287,12876,118,11000
150,104,100,540,24,0
240,226,110,664,221,739
975,569,517,3153,42,0
978,911,854,5386,0,0
8000,1000,898,11632,0,0
19000,12000,3000,34838,0,0
962,844,595,4239,12,804
19000,17000,1000,38494,1000,23000
3000,486,83,3769,4,0
26000,11000,798,39989,39,15000
554,439,368,2216,34,0
6000,718,678,8094,737,0
1000,826,691,3148,87,716
2000,595,576,4221,53,158
638,50,42,788,688,104
3000,968,795,5568,37,272
805,173,150,1411,11,0
40000,1000,567,42484,2,0
2000,380,104,2590,719,0
203,172,140,773,13,11000
14000,618,552,15922,21,0
939,875,290,2453,144,687
14000,257,231,14617,17,11000
813,85,35,1011,607,0
22000,14000,827,37766,43,0
809,521,80,1651,2,815
23000,820,120,24134,108,17000
1000,896,521,3284,209,0
957,821,812,4629,88,758
12000,541,442,13576,89,0
20,10,0,30,195,0
385,223,159,1205,11000,18000
16000,281,216,16805,16000,0
893,795,406,3003,406,0
22000,557,548,24324,0,0
533,219,199,1254,8,1000
18000,558,39,18630,48,0
34000,22000,14000,72115,737,117000
2000,826,579,3994,98,10000
1000,912,637,6035,0,0
26000,1000,447,27572,255,0
3000,427,149,4089,65,0
711,490,484,3162,52,897
98,NA,NA,98,NA,141
925,472,374,1997,0,7000
1000,901,886,6212,0,1000
15000,1000,347,16692,52,365
19000,14000,10000,46241,140,24000
670,419,186,1562,18,284
34000,242,220,34705,0,17000
1000,883,842,3688,19,0
1000,900,716,2990,0,6000
11000,783,488,12906,14000,16000
3000,1000,1000,7860,0,0
559,481,252,1591,14000,0
16000,1000,807,19952,2,0
936,901,605,4121,12000,0
1000,409,338,2505,163,800
12000,826,173,13184,438,40000
1000,619,617,4263,122,0
608,362,218,1787,79,0
813,366,85,1520,82,0
2000,641,597,4729,67,0
6000,960,697,9049,0,131000
826,642,563,3558,32,773
989,830,265,2654,265,11000
884,617,501,2287,154,0
2000,931,487,4403,0,0
1000,1000,545,3816,545,0
1000,960,861,6313,322,0
8000,727,552,9578,729,22000
596,265,165,1293,99,0
742,360,318,2341,30,10000
2000,660,500,4251,0,83000
962,593,284,2390,30,2000
2000,907,721,6657,0,0
40000,967,658,42330,13000,16000
11000,10000,418,21852,17,51000
982,618,582,2753,0,0
813,165,109,1196,607,0
15000,1000,851,18786,24,18000
3000,869,729,6539,64,806
1000,677,434,3402,2,302
1000,1000,852,3869,151,22000
3000,455,384,4480,0,227
526,392,349,1383,19,1000
826,626,107,1825,9,0
304,253,16,575,25,347
87000,1000,602,88953,174,20000
1000,465,455,2851,132,33000
607,378,295,1530,NA,211
926,869,729,4293,82,0
919,691,183,2024,468,0
745,168,77,1058,310,80000
1000,931,332,2382,119,0
4000,884,464,5746,70,930
508,270,232,1660,8,0
18000,769,636,20188,12,0
49000,2000,1000,52571,272,0
889,877,160,2110,20,4000
978,191,101,1454,210,10000
565,441,399,1735,16,0
759,401,354,2898,82,16000
11000,119,51,11248,0,0
2000,1000,949,4662,189,14000
22000,11000,652,33903,53,0
860,523,406,2609,406,0
383,333,322,1945,34,16000
10000,1000,631,12338,36,0
31000,881,636,34319,92,13000
16000,756,417,17775,32,0
11000,896,755,13189,835,10000
141,76,47,389,58,21000
534,385,78,1083,17,0
786,651,587,2462,12,21000
13000,481,254,14275,39,0
812,533,429,3292,29,0
1000,100,22,1136,108,0
1000,960,619,3141,350,10000
741,297,270,1834,2,0
1000,816,497,3174,154,613
26000,811,287,27755,79,0
14000,4000,1000,19364,1000,52000
2000,938,518,4813,99,0
18000,11000,2000,33878,453,0
177,55,24,278,1000,49000
720,669,650,3327,26,590
125,37,16,189,35,0
2000,934,756,5707,14,0
3000,775,350,4257,15,6000
1000,934,806,3590,19,0
25000,19000,748,45841,23,0
681,611,518,2486,0,0
960,917,637,3261,212,3000
12000,804,733,14903,31,0
87000,570,470,88422,0,431
1000,967,458,3598,835,1000
646,441,374,1780,24,0
10000,311,107,10507,0,0
2000,1000,877,5123,0,0
0,NA,NA,0,NA,124
606,332,285,1885,13000,18000
1000,500,490,3301,41,0
15000,989,942,18760,19,0
995,975,949,4039,0,681
691,374,281,1761,15,501
2000,92,83,2251,503,0
1000,367,271,1816,160,0
11000,3000,905,17050,57,0
17000,882,826,18752,0,76000
970,931,579,4374,480,484
991,494,206,2173,83,25000
16000,4000,844,23296,0,12000
304,286,253,861,0,264
21000,1000,801,25263,0,0
264,62,59,537,0,0
909,417,215,1557,NA,4
3000,968,939,8189,0,422
283,206,161,904,395,0
6000,979,430,7567,0,0
787,555,472,2915,2,269
17000,12000,10000,44061,308,19000
651,555,499,2698,13,401
302,216,153,1189,143,1000
1000,909,173,2327,909,10000
940,208,202,1934,126,1000
8000,963,233,9941,53,0
869,624,329,2857,82,0
137000,459,163,137712,190,0
13000,828,507,15183,36,0
11000,904,783,15713,20,0
788,447,80,1414,4,10000
1000,87,62,1189,272,713
26000,968,926,30541,83,0
1000,979,967,4302,11000,979
541,249,85,908,6,0
3000,268,83,3431,176,983
12000,442,385,13156,563,0
922,855,565,2880,394,977
346,41,31,500,192,0
969,794,347,2799,212,0
17000,1000,884,20258,198,25000
400,220,181,1151,18,444
734,563,270,1778,1000,0
5000,378,99,5637,350,0
14000,12000,968,27214,214,0
11000,474,223,11867,11000,0
2000,1000,677,4843,4,311
14000,1000,580,16926,53,25000
22000,2000,383,24887,277,855
1000,612,2,1614,11000,0
856,742,725,3309,0,0
22000,1000,148,23409,52,10000
650,384,177,1343,84,0
688,99,69,1019,10,676
716,537,436,2700,10,233
786,567,463,2730,54,924
683,641,388,2172,189,548
204,178,175,707,0,18000
787,690,593,2185,3,346
997,941,826,3177,9,0
1000,440,376,2240,NA,0
885,816,633,2907,119,797
2000,749,99,2848,0,48000
669,429,86,1267,17,0
1000,794,522,4218,29,847
1000,452,149,1690,608,608
1000,1000,975,5705,38,15000
13000,10000,691,23755,0,36000
21000,18000,407,39507,0,0
18000,1000,956,21200,150,13000
310,294,81,838,892,1000
690,224,181,1573,650,1000
829,681,430,2295,143,0
1000,969,745,3979,78,0
1000,912,544,3493,329,971
20,18,9,64,18,0
23000,13000,228,36398,162,0
15000,13000,619,30134,19,0
975,877,446,3014,0,0
22000,1000,631,24732,0,13000
893,851,745,2710,6000,11000
572,548,413,1776,22,235
801,174,161,1462,42,1000
1000,509,430,2129,214,0
2000,769,400,3384,14,0
836,624,587,2467,121,241
23000,876,722,25088,110,20000
991,10,2,1003,55,1000
9000,1000,977,11433,115,401
979,532,231,1978,12,831
11000,11000,188,22319,11000,0
488,336,101,991,78,973
18000,723,407,20354,25,445
33000,4000,902,39515,46,0
699,533,324,1592,58,399
46,33,3,82,0,1000
106,56,11,182,8,136
403,368,311,1577,14,0
14000,506,442,15612,3,217
310,11,9,344,NA,0
3000,602,181,3785,278,0
9000,750,648,10982,448,0
344,281,51,726,23,30
483,472,60,1113,10,314
18000,867,716,20472,5,0
12000,857,700,15680,0,1000
109,36,7,164,0,58
729,282,53,1092,2,70
22000,2000,897,27425,23,0
14000,1000,889,17957,160,0
12000,991,897,16355,17,11000
2000,594,7,2608,43,0
486,471,155,1601,34,0
933,839,232,2398,0,0
3000,957,384,5547,52,16000
14000,599,551,15914,17,0
1000,852,528,3092,15,0
611,422,157,1212,0,11000
1000,795,670,3023,17,0
888,629,413,2560,0,37000
1000,690,459,3230,0,39000
885,828,545,2872,37,0
607,269,256,1465,0,1000
731,634,319,2374,97,1000
544,449,110,1292,8,0
500,308,306,2020,189,0
31000,3000,521,35561,93,14000
341,230,211,1462,NA,0
1000,539,402,2429,2,663
991,894,219,2609,42,0
17,10,7,44,6000,28000
483,91,30,635,0,332
14000,12000,1000,28094,79,1000
876,526,326,1985,33,53000
948,822,630,4324,51,0
3000,547,356,4094,14,13000
617,134,102,1131,75,560
2000,2000,562,5519,31,0
1000,919,505,3260,33,0
2,0,0,2,22,238
12000,1000,530,14579,500,228
8000,691,85,8972,44,599
87000,17000,16000,120797,15,0
12000,11000,836,25489,0,0
654,529,233,1876,0,0
82,39,27,151,15,124
40000,693,551,43105,0,15000
3000,2000,985,7252,0,13000
920,798,329,2771,89,21000
789,424,360,2085,55,0
15000,11000,697,28018,545,0
332,165,6,505,119,0
2000,788,584,4380,126,0
12000,664,643,14762,12000,0
1000,539,457,2759,301,0
1000,489,489,2604,31,0
12000,1000,734,15044,179,31000
723,552,172,1615,15,0
748,656,521,3956,8,265
1000,624,566,3151,72,10000
8000,503,481,10557,116,0
567,312,261,2259,52,19000
975,569,557,3567,42,0
1000,1000,794,4223,323,13000
692,670,521,3076,869,16000
2000,690,458,4867,29,1000
2000,1000,625,5032,70,0
727,171,148,1310,22,0
1000,559,555,3261,500,0
828,787,650,2546,NA,0
12000,899,805,14672,0,0
15000,6000,529,21668,0,114000
594,268,218,1353,11000,36000
97,68,64,313,521,0
2000,1000,582,4868,23,0
18000,11000,2000,32930,380,0
844,456,341,2653,8,588
2000,826,606,4877,0,7000
2000,795,723,5024,80,15000
643,559,191,2032,0,0
390,258,59,727,62,0
691,476,406,2481,130,2000
22000,394,356,23008,17000,0
2000,980,827,4947,7,0
155,144,124,605,272,0
808,720,637,5734,64,0
11000,642,223,11984,0,63000
11000,11000,975,23283,11000,812
757,220,111,1201,13,0
10000,566,85,10691,24,0
17000,632,362,18711,38,591
16000,4000,1000,21622,34,0
14000,13000,816,28933,0,23000
946,800,529,4072,0,0
12000,904,729,16004,44,0
372,262,102,927,28,346
11000,2000,1000,14995,128,813
517,376,101,1067,0,2000
210,193,179,676,31,4000
805,223,177,1466,0,0
712,341,197,1673,0,3000
723,422,371,2368,6,0
405,204,202,847,109,562
567,67,45,711,213,0
1000,115,94,1263,25,0
577,416,231,1341,97,0
40000,13000,940,56585,13000,0
24000,14000,405,39307,655,0
627,12,9,653,44,0
27000,18000,1000,46944,0,12000
456,278,251,1356,379,0
597,591,401,1645,0,0
989,258,238,1598,78,0
4000,820,201,5671,337,0
11000,944,922,14843,11000,827
25000,14000,212,39463,6,18000
654,426,405,1906,NA,0
63,43,16,167,0,0
662,290,161,1498,662,378
1000,695,415,2319,28,0
1000,783,576,4094,154,2000
364,253,151,1083,190,19000
663,551,394,2215,34,1000
897,30,30,1032,NA,0
84,35,32,198,157,342
854,578,353,2705,0,271
1000,177,83,1592,0,3000
1000,872,757,3212,55,0
805,306,69,1185,2,0
444,312,183,1243,130,0
22000,2000,920,25804,89,10000
15000,833,778,17584,99,0
923,619,543,3699,0,804
11000,918,413,13545,512,0
158,152,129,816,209,0
11000,979,854,14385,19,0
3000,460,242,4142,83,12000
866,794,280,2124,87,0
549,269,170,1373,148,0
13000,1000,1000,16735,32,0
109,67,50,245,0,204
482,203,83,956,448,20000
2000,626,604,4228,0,18000
453,272,244,1164,165,0
45000,4000,681,50284,13,0
839,756,613,3627,42,14000
912,306,284,2170,729,0
33000,459,422,35345,422,0
2000,742,598,4400,0,12000
818,636,503,2164,9,309
1000,886,849,5306,92,7000
16000,988,968,19410,248,3000
723,346,298,1978,52,12000
1000,580,486,3294,36,2000
12000,10000,1000,25549,364,30000
8000,357,281,9271,12,0
15000,976,583,17396,33,16000
1000,1000,580,4500,192,0
593,517,428,2713,39,320
427,234,89,952,51,21000
918,912,826,4797,17,0
680,503,104,1538,49,874
10000,751,746,12676,36,36000
973,954,505,3344,19,476
989,888,244,2365,0,0
1000,982,973,4060,11,814
690,400,323,2135,0,110
1000,436,142,2020,11,339
3000,960,625,6317,847,4000
715,490,86,1567,117,419
394,150,58,673,201,70000
567,503,399,2016,80,0
2000,2000,841,5992,80,300
1000,593,488,3007,22,1000
328,122,66,760,8,238
23000,979,834,27381,47,0
767,327,193,1727,9,352
400,193,161,805,3,154
3000,979,96,4210,168,15000
634,537,60,1262,4,0
214,96,71,409,541,0
14000,287,55,14492,30,0
1000,876,215,2340,219,0
677,262,168,1364,0,0
669,642,255,1769,22,903
465,152,62,730,57,0
3000,2000,165,5433,6,0
21000,3000,260,25173,30,0
826,508,168,1607,0,0
25000,14000,1000,41059,0,0
11000,838,281,12554,11,0
714,701,433,2785,18,0
638,624,385,2282,26,0
49000,1000,1000,51609,608,23000
879,854,481,2985,137,0
227,73,62,485,0,0
844,617,359,2330,0,0
1000,490,486,3889,480,0
23000,255,35,23369,48,0
996,897,628,4606,405,30000
10000,787,389,12183,687,0
13000,13000,559,27911,0,71000
20000,4000,597,26402,473,0
241,118,107,824,19,0
911,521,499,3058,11,1000
634,269,250,1322,0,27000
1000,921,762,4561,NA,0
1000,1000,635,4194,14,393
939,881,522,3107,309,1000
3000,1000,638,5349,26,0
861,593,459,2543,29,0
633,67,51,874,23,0
175,115,108,485,1000,17000
851,680,650,3485,15,0
19000,581,252,19894,11000,14000
908,690,292,2762,5,0
3000,240,95,3451,7,487
835,787,450,2572,7,0
24000,396,271,24805,45,6000
8000,2000,324,11078,22,492
854,410,233,1653,11000,0
21000,541,238,22088,47,24000
812,326,258,1882,6,371
11000,3000,384,14677,121,818
18000,15000,372,33865,438,0
599,380,363,2389,9,0
1000,584,578,3835,3,177
940,416,316,1945,38,392
555,403,215,1227,28,573
11000,650,642,12766,11000,762
1000,852,322,2518,89,0
1000,309,186,1852,85,0
1000,418,295,1889,369,0
503,489,465,3100,34,0
10000,316,310,11019,115,0
898,708,258,2096,133,356
3000,1000,888,5056,0,23000
939,881,618,3935,29,0
172,55,27,329,172,3000
10000,304,227,11091,6,921
488,289,116,943,929,23000
1000,945,613,3086,143,0
1000,884,805,4453,529,115000
5000,170,44,5273,22,0
883,596,567,2896,0,0
890,578,574,3104,10,939
422,57,15,537,NA,16000
232,150,125,699,460,824
844,626,518,3583,4,282
1000,1000,922,4329,7,191
235,46,17,303,7,0
499,298,102,1120,571,0
901,605,383,3464,102,0
3000,1000,925,7521,0,20000
19000,875,801,21499,12000,3000
13000,521,481,14701,521,0
10000,1000,555,13069,12000,19000
103,21,5,129,0,0
18000,828,158,19078,0,22000
14000,1000,520,15732,0,64000
742,384,247,2151,425,0
460,292,260,2380,NA,0
17000,13000,882,30978,4,1000
852,581,271,2592,14000,6000
94,80,13,213,2,558
11000,744,635,13390,335,0
19000,393,305,20295,77,165000
1000,745,271,2419,6,855
874,816,572,2667,150,0
17000,975,569,20154,87,0
1000,340,250,1949,127,57000
816,695,624,3617,11000,0
925,38,27,1018,79,26000
326,48,39,486,350,0
925,692,217,1953,13000,15000
2000,721,607,6510,0,1000
23000,4000,902,29370,44,0
11000,326,259,11946,43,29000
1000,431,383,2452,165,0
934,927,799,3707,189,896
22000,11000,652,34025,517,11000
22000,4000,957,29252,272,12000
925,738,566,3423,13,0
12000,1000,874,15800,29,12000
3000,658,562,4567,66,27000
4000,4000,1000,12170,0,0
90,22,2,114,13,0
22000,13000,1000,40117,446,2000
11000,983,971,15369,11,0
15000,10000,953,27788,453,38000
15000,14000,13000,44037,488,11000
23000,1000,883,26652,357,0
13000,876,149,14100,120,90000
833,807,685,4435,14,0
20000,1000,944,22383,18,0
607,202,87,1076,767,11000
908,764,593,3226,0,3000
2000,820,612,4896,212,38000
956,878,616,3861,29,0
1000,650,458,2666,6,0
2000,864,731,5440,28,0
14000,1000,850,18003,255,15000
18000,636,594,20060,0,33000
18000,2000,697,22745,18000,0
33000,745,228,34337,0,81000
811,636,231,2167,10,810
818,511,106,1450,13,849
10000,1000,306,11471,35,0
116,110,100,525,49,0
907,807,649,3462,61,1000
1000,886,865,5135,107,0
893,822,141,2044,5,0
14000,982,628,16461,3,0
193,184,162,608,31,949
838,328,266,1812,26,6000
19000,567,400,20391,11000,0
512,316,125,1002,20,0
12000,310,258,12749,133,0
3000,360,170,3677,0,0
1000,605,232,2210,11,466
1000,786,461,3845,15,1000
919,557,399,2559,7,0
912,786,579,2682,83,243
882,874,613,2661,13,0
472,239,129,1045,8,0
826,622,415,2958,10,0
3000,646,461,4204,19,0
989,982,918,4660,119,673
33000,748,619,34413,310,47000
775,614,537,3033,79,0
471,308,159,1069,11,327
10000,602,383,11114,0,16000
695,654,563,3444,73,0
11000,820,748,14025,181,20000
22000,164,123,22574,210,13000
826,503,484,2689,374,0
354,173,23,568,12,175
468,67,44,646,0,116
1000,786,377,2764,36,356
907,585,526,3633,16,489
11000,5000,358,17627,92,49000
796,787,727,2633,0,10000
14000,442,366,15644,34,566
436,324,308,1172,164,622
12000,821,745,15209,745,251
427,66,65,729,34,1000
11000,860,563,12685,11000,877
595,417,47,1139,9,436
746,561,353,2377,561,29000
925,660,629,2913,23,247
989,841,670,3142,4,648
22000,5000,1000,29475,0,16000
1000,872,782,4676,80,1000
443,319,186,981,NA,576
22000,12000,12000,47728,0,35000
3000,788,539,5012,153,0
556,463,274,1873,41,455
11000,883,254,12178,187,923
11000,897,612,13524,9,816
890,852,461,3161,2,1000
14000,1000,692,16502,32,0
1000,393,224,2166,45,515
8000,625,596,10732,6,647
65,49,39,173,454,32000
931,539,426,3322,24,0
15000,14000,1000,33153,11,0
24000,971,360,25637,96,0
13000,826,363,14544,835,10000
860,658,386,2717,11000,10000
477,397,275,2312,52,157
572,324,289,1627,0,0
49000,1000,693,51657,0,0
21000,1000,611,23932,1000,0
890,729,577,3654,6,0
6000,889,669,8484,0,16000
837,400,220,1675,18,0
12000,6000,557,19310,11000,0
10000,882,844,12867,132,33000
857,555,527,3809,NA,733
918,278,25,1252,122,0
876,324,90,1351,70,843
783,664,617,4834,0,391
6000,294,287,6748,0,0
192,134,46,527,5,708
5000,203,71,5426,460,284
136,23,18,203,756,12000
510,297,58,962,180,0
12000,970,642,14889,39,0
1000,103,56,1172,141,0
936,826,730,3578,34,664
20,13,9,48,445,0
64,45,7,134,0,0
13000,794,570,15293,197,0
825,476,40,1432,85,154
14000,1000,1000,18639,129,0
549,248,2,801,36,705
17000,14000,642,32814,68,0
776,595,125,1732,24,193
1000,165,66,1245,17,445
735,627,576,2528,15,0
14000,12000,912,29488,0,0
1000,889,537,2829,19,13000
179,55,51,363,93,473
61,57,50,192,6,18
556,353,19,996,3,821
631,452,303,1585,67,277
13000,571,512,15500,11000,38000
20000,17000,642,38963,13,41000
29000,1000,954,33791,1000,10000
1000,767,121,2140,15,0
467,220,124,994,5,998
16000,11000,638,28544,16000,10000
3000,769,236,4211,3000,1000
668,56,40,820,0,13000
886,276,249,1639,213,3000
8000,995,700,11135,0,11000
770,179,176,1125,0,0
442,162,57,717,5,489
892,355,277,2055,34,0
10000,854,560,12098,0,4000
953,730,496,2496,226,0
10000,960,725,14159,71,0
13000,954,535,15192,270,0
997,826,748,3544,41,0
456,244,238,1326,43,0
155,130,84,552,NA,373
975,912,648,3500,9,0
849,597,490,2226,0,0
327,172,25,552,116,0
8000,670,636,10792,54,2000
11000,1000,583,12894,58,18000
23,12,8,49,12,184
592,556,279,1620,309,0
706,266,111,1421,10,530
723,422,364,2348,0,1000
931,726,467,2704,128,889
874,613,50,1608,31,0
869,779,636,3007,119,411
26000,14000,690,41359,123,4000
953,849,625,3299,44,1000
3000,2000,654,6861,0,645
718,330,55,1148,160,970
1000,855,514,2777,85,0
22000,740,213,23378,17000,932
1000,848,534,3267,0,905
12000,490,458,13446,0,488
1000,935,489,3050,52,0
12000,593,383,13528,0,0
878,834,169,2165,70,613
962,925,635,3715,90,0
413,412,177,1372,232,13000
14000,617,280,15337,143,5000
12000,215,191,12776,49,853
10000,233,113,10368,956,860
543,113,15,678,176,447
159,102,102,417,12,231
423,15,5,446,133,127
14000,1000,548,16431,11,2000
16000,469,324,17250,109,76
149,44,43,390,608,0
412,74,59,799,752,512
380,326,284,1429,333,0
149,32,21,243,2,1000
697,329,322,2243,168,702
13000,1000,338,14638,50,0
826,521,378,2207,10,934
1000,872,767,4377,0,14000
15000,13000,11000,39789,0,13000
833,809,429,2690,473,62000
927,281,201,1724,143,0
2000,258,135,2447,162,0
3000,837,390,4702,38,0
20,3,2,25,NA,0
14000,230,170,14726,133,0
2000,906,816,4757,454,52000
539,508,400,1767,148,329
70,2,2,74,NA,64
918,653,471,2334,101,14000
273,114,93,529,448,0
19000,50,21,19086,143,29000
49000,263,227,50141,272,0
898,391,385,2895,26,502
569,69,41,714,209,62000
20000,15000,1000,38072,0,106000
10000,2000,1000,14160,294,60000
22000,14000,3000,39960,0,14000
656,363,237,1307,49,0
130,125,54,450,212,0
3000,3000,579,7833,36,16000
3000,934,612,6454,8,0
549,439,316,1747,58,0
13000,6000,360,20330,51,33000
833,807,460,2800,38,0
23000,13000,835,37907,19,10000
11000,489,301,12687,13,1000
11000,852,182,12322,0,0
619,350,2,971,174,0
8000,902,829,12755,19,15000
571,442,329,2241,13,0
1000,997,912,6554,17,0
899,842,782,2936,84,0
904,471,459,3353,6,934
694,558,388,2486,15,833
659,628,435,2646,5,0
1000,345,334,2297,12,0
2000,850,745,5371,0,20000
149,145,123,430,232,109000
512,216,213,1171,0,0
939,890,405,2815,7,593
803,587,140,1921,13,0
4000,1000,525,6214,134,0
378,85,78,751,16000,5000
24000,912,844,27806,35,862
1000,851,744,3352,18,204
805,681,491,2499,412,72000
721,359,294,1805,799,679
899,849,650,3092,0,3000
16000,8000,4000,31005,26,0
690,94,75,998,76,22
3000,1000,730,6485,7,251
4000,957,812,6910,15,0
15000,816,690,18864,2,0
567,326,258,1775,16,618
552,528,499,2730,24,11000
12000,530,280,13208,107,0
748,573,548,2417,37,689
2000,257,252,3004,80,5000
2000,370,8,2389,83,186
14000,153,73,14372,460,0
979,385,150,1679,150,69
20000,15000,1000,39473,260,10000
22000,14000,968,37606,0,0
8000,3000,850,13631,139,131000
683,155,147,1139,29,107
2000,812,442,3474,41,0
14000,900,887,17104,187,141
3000,1000,794,7875,83,0
1000,305,304,2011,115,18000
306,164,116,796,11000,0
873,461,383,2812,122,23000
14000,81,29,14133,32,139
477,238,234,1483,0,332
170,157,113,931,43,11000
581,201,91,931,218,0
18000,638,543,20456,18000,0
13000,795,355,14347,97,0
11000,10000,975,23602,12000,15000
6000,2000,1000,9244,28,0
18000,14000,99,32288,164,0
818,467,204,1813,187,0
783,782,697,3700,261,0
1000,668,472,3142,10,0
490,185,135,1166,19,337
33000,730,552,34351,44,19000
77,32,18,156,39,38000
963,595,322,2894,3000,0
1000,653,241,2004,44,329
812,787,599,3337,220,344
966,681,506,2661,34,0
22000,982,844,26233,20,44000
18000,322,168,18739,60,0
912,320,191,1833,383,5000
717,517,489,1730,16,0
968,844,655,4270,50,0
1000,931,259,2466,607,18000
813,559,366,2047,14000,21000
3000,1000,1000,8134,80,0
6000,637,186,6829,2,0
400,255,148,1044,23,0
997,966,807,5165,167,0
656,528,436,2754,167,770
12000,980,664,16539,120,0
759,595,567,2462,293,0
2000,883,793,4537,139,0
11000,10000,733,22479,608,0
93,17,11,146,16,15000
17000,2000,920,21380,98,0
13000,2000,616,17035,406,0
22000,1000,889,25522,16000,0
1000,954,816,4065,22,0
